isocode,country,agroecological_zones,administrative_areas,agricultural_practices,measuredItemCPC,crop,scientific_name,botanical_family,other_names,additional_information,planting_period_onset,,planting_period_end,sowing_planting_rate,sowing_planting_rate_range,sowing_planting_rate_unit,length_of_the_cropping_cycle,harvesting_period_onset,harvesting_period_end,comments,harvesting_month_onset,harvesting_month_end,sowing_month_start,sowing_month_end,,,,
BFA,Burkina Faso,East Zone,"The zone covers the provinces of Gourman, Gnagnan, Tapoa, Kompienga and Komandjari.","Extensive rainfed agriculture (millet, maize, sorghum, groundnut, cowpea, cotton...) and irrigated agriculture (rice, vegetables) and extensive livestock rearing (bovine, small ruminant and poultry).",0142,Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,Variety: CN 94C,25/06,,15/07,,60-65,kg/ha,90 days,25/09,15/10,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,10,,,,,,
BFA,Burkina Faso,East Zone,"The zone covers the provinces of Gourman, Gnagnan, Tapoa, Kompienga and Komandjari.","Extensive rainfed agriculture (millet, maize, sorghum, groundnut, cowpea, cotton...) and irrigated agriculture (rice, vegetables) and extensive livestock rearing (bovine, small ruminant and poultry).",0142,Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,Variety: QH 243C,25/06,,15/07,,60-65,kg/ha,90 days,25/09,15/10,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,10,,,,,,
BFA,Burkina Faso,East Zone,"The zone covers the provinces of Gourman, Gnagnan, Tapoa, Kompienga and Komandjari.","Extensive rainfed agriculture (millet, maize, sorghum, groundnut, cowpea, cotton...) and irrigated agriculture (rice, vegetables) and extensive livestock rearing (bovine, small ruminant and poultry).",0142,Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,Variety: SH 470P,25/06,,15/07,,60-65,kg/ha,90 days,25/09,15/10,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,10,,,,,,
BFA,Burkina Faso,East Zone,"The zone covers the provinces of Gourman, Gnagnan, Tapoa, Kompienga and Komandjari.","Extensive rainfed agriculture (millet, maize, sorghum, groundnut, cowpea, cotton...) and irrigated agriculture (rice, vegetables) and extensive livestock rearing (bovine, small ruminant and poultry).",0142,Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,Variety: TE 3,25/06,,15/07,,60-68,kg/ha,90 days,25/09,15/10,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,10,,,,,,
BFA,Burkina Faso,East Zone,"The zone covers the provinces of Gourman, Gnagnan, Tapoa, Kompienga and Komandjari.","Extensive rainfed agriculture (millet, maize, sorghum, groundnut, cowpea, cotton...) and irrigated agriculture (rice, vegetables) and extensive livestock rearing (bovine, small ruminant and poultry).",0142,Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,Variety: TS 32-1,25/06,,15/07,,60-65,kg/ha,90 days,25/09,15/10,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,10,,,,,,
BFA,Burkina Faso,North Zone (Sahel),"The zone covers the provinces of Soum, Séno, Yagha, and Oudalan.","Agriculture is rainfed (millet, cowpea) and irrigated (below the dams) and extensive livestock rearing dominant. The zone is less conducive for rainfed agriculture.",0142,Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,Variety: TE 3,25/06,,15/07,,60-68,kg/ha,90 days,25/09,15/10,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,10,,,,,,
BFA,Burkina Faso,North Zone (Sahel),"The zone covers the provinces of Soum, Séno, Yagha, and Oudalan.","Agriculture is rainfed (millet, cowpea) and irrigated (below the dams) and extensive livestock rearing dominant. The zone is less conducive for rainfed agriculture.",0142,Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,Variety: TS 32-1,25/06,,15/07,,60-65,kg/ha,90 days,25/09,15/10,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,10,,,,,,
BFA,Burkina Faso,Northwest Zone,"The zone covers the provinces of Yatenga, Bam, Passoré, Sourou, Nayala, Kourwéogo, Loroum, and Zandoma.","Rainfed agriculture (millet, maize, sorghum, cowpeas), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as extensive livestock rearing that comprises bovine, ovine, caprine, asinine and poultry rearing.",0142,Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,Variety: CN 94C,25/06,,15/07,,60-65,kg/ha,90 days,25/09,15/10,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,10,,,,,,
BFA,Burkina Faso,Northwest Zone,"The zone covers the provinces of Yatenga, Bam, Passoré, Sourou, Nayala, Kourwéogo, Loroum, and Zandoma.","Rainfed agriculture (millet, maize, sorghum, cowpeas), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as extensive livestock rearing that comprises bovine, ovine, caprine, asinine and poultry rearing.",0142,Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,Variety: QH 243C,25/06,,15/07,,60-65,kg/ha,90 days,25/09,15/10,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,10,,,,,,
BFA,Burkina Faso,Northwest Zone,"The zone covers the provinces of Yatenga, Bam, Passoré, Sourou, Nayala, Kourwéogo, Loroum, and Zandoma.","Rainfed agriculture (millet, maize, sorghum, cowpeas), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as extensive livestock rearing that comprises bovine, ovine, caprine, asinine and poultry rearing.",0142,Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,Variety: SH 470P,25/06,,15/07,,60-65,kg/ha,90 days,25/09,15/10,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,10,,,,,,
BFA,Burkina Faso,Northwest Zone,"The zone covers the provinces of Yatenga, Bam, Passoré, Sourou, Nayala, Kourwéogo, Loroum, and Zandoma.","Rainfed agriculture (millet, maize, sorghum, cowpeas), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as extensive livestock rearing that comprises bovine, ovine, caprine, asinine and poultry rearing.",0142,Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,Variety: TE 3,25/06,,15/07,,60-68,kg/ha,90 days,25/09,15/10,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,10,,,,,,
BFA,Burkina Faso,Northwest Zone,"The zone covers the provinces of Yatenga, Bam, Passoré, Sourou, Nayala, Kourwéogo, Loroum, and Zandoma.","Rainfed agriculture (millet, maize, sorghum, cowpeas), cash crops (cotton) and irrigated crops (rice, vegetable crops) as well as extensive livestock rearing that comprises bovine, ovine, caprine, asinine and poultry rearing.",0142,Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,Variety: TS 32-1,25/06,,15/07,,60-65,kg/ha,90 days,25/09,15/10,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,10,,,,,,
BFA,Burkina Faso,West Zone,"The zone covers the provinces of Houet, Kénédougou, Comoé, Léraba, Balé, Mouhoun, Kossi, Banwa, Bougouriba, Ioba, Noumbiel, Poni, and Tuy.","Rainfed agriculture (millet, maize, sorghum, cowpeas, roots and tubers, fonio), cash crops (cotton) and irrigated crops (rice, sugarcane, vegetable crops) as well as an extensive livestock rearing.",0142,Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,Variety: CN 94C,25/06,,15/07,,60-65,kg/ha,90 days,25/09,15/10,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,10,,,,,,
BFA,Burkina Faso,West Zone,"The zone covers the provinces of Houet, Kénédougou, Comoé, Léraba, Balé, Mouhoun, Kossi, Banwa, Bougouriba, Ioba, Noumbiel, Poni, and Tuy.","Rainfed agriculture (millet, maize, sorghum, cowpeas, roots and tubers, fonio), cash crops (cotton) and irrigated crops (rice, sugarcane, vegetable crops) as well as an extensive livestock rearing.",0142,Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,Variety: QH 243C,25/06,,15/07,,60-65,kg/ha,90 days,25/09,15/10,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,10,,,,,,
BFA,Burkina Faso,West Zone,"The zone covers the provinces of Houet, Kénédougou, Comoé, Léraba, Balé, Mouhoun, Kossi, Banwa, Bougouriba, Ioba, Noumbiel, Poni, and Tuy.","Rainfed agriculture (millet, maize, sorghum, cowpeas, roots and tubers, fonio), cash crops (cotton) and irrigated crops (rice, sugarcane, vegetable crops) as well as an extensive livestock rearing.",0142,Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,Variety: SH 470P,25/06,,15/07,,60-65,kg/ha,90 days,25/09,15/10,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,10,,,,,,
BFA,Burkina Faso,West Zone,"The zone covers the provinces of Houet, Kénédougou, Comoé, Léraba, Balé, Mouhoun, Kossi, Banwa, Bougouriba, Ioba, Noumbiel, Poni, and Tuy.","Rainfed agriculture (millet, maize, sorghum, cowpeas, roots and tubers, fonio), cash crops (cotton) and irrigated crops (rice, sugarcane, vegetable crops) as well as an extensive livestock rearing.",0142,Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,Variety: TE 3,25/06,,15/07,,60-68,kg/ha,90 days,25/09,15/10,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,10,,,,,,
BFA,Burkina Faso,West Zone,"The zone covers the provinces of Houet, Kénédougou, Comoé, Léraba, Balé, Mouhoun, Kossi, Banwa, Bougouriba, Ioba, Noumbiel, Poni, and Tuy.","Rainfed agriculture (millet, maize, sorghum, cowpeas, roots and tubers, fonio), cash crops (cotton) and irrigated crops (rice, sugarcane, vegetable crops) as well as an extensive livestock rearing.",0142,Groundnut,Arachis hypogaea L.,Fabaceae,Peanut,Variety: TS 32-1,25/06,,15/07,,60-65,kg/ha,90 days,25/09,15/10,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,10,,,,,,
ETH,Ethiopia,"Moist Agro-ecology (hot to warm lowlands, tepid to cool moist mid highlands and cold to very cold sub-afroalpine to afroalpine)","Pawe in Benishangul Gumuz, West Afar margional areas in Afar, South Omo and Segen valley in Southern Nations and Nationallities people Regional State, Teltelie, Borena Negele, Bale, Asebe Teferi, Bedisa, Alemaya, Kari and Tirma, West Showa, Abay gorge, Ab",Cultivation of both annual and perennial crops is a common practice well as mixed farming. In some part of the zone annual crops especially cereal based crop cultivation is the dominant agricultural practice. Livestock rearing is also practiced as a secondary activity.,01703,"Chick peas, dry",Cicer arietinum L.,Fabaceae,Gram,Second season,25/06,,11-Dec,,115,kg/ha,78-135 days,25/09,2-May,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,2,,,,,,
ETH,Ethiopia,"Sub-humid agro-ecologies (Hot-warm lowlands, tepid to cool mid-highlands and cold to very cold sub-afroalpine to afroalpine)","plains of Gambella and Benishangul Gumuz, bordering to Sudan in Beneshangul Gumuz and Gambella, Wollega, gorge of Gibe, Gojeb, Dodola and Agarfa, Northern Harrargie and Batu Mountain in Oromiya and Kembata, Alaba and Tembaro area, Omo valley and Gurage zo","Cereal based, enset based and shifting cultivation are common agricultural practices in the zone. In some parts of the zone nomadic pastoralism of agricultural practices are also exercised.  ",0118,"Millet, proso",Panicum miliaceum L.,Poaceae,"Millet, golden",Second season,25/06,,20/07,,25,kg/ha,125-160 days,13/10,20/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,10,12,,,,,,
ETH,Ethiopia,"Sub-moist Agro-ecology (hot to warm low lands, tepid to cool mid-highlands and cold to very cold sub-afroalpin to afroalpin)","North wollo and North Showa in the Amhara, Alamata and Sheket in the Tigray, Asebot in Afar, Bale, Fike, West Harargie and Afdem in Oromiya National Regional States","The zone has two farming systems, cereal based and enset based agriculture, along with livestock rearing. Double dependable growing period (bulg or first season and meher or second season) and one dry season also exist. ",01253,Onion,Allium cepa L.,Alliaceae,,,25/06,,31/07,,"1,200-1,250",kg/ha,100-140 days,25/09,12-Dec,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,12,,,,,,
ETH,Ethiopia,"Sub-moist Agro-ecology (hot to warm low lands, tepid to cool mid-highlands and cold to very cold sub-afroalpin to afroalpin)","North wollo and North Showa in the Amhara, Alamata and Sheket in the Tigray, Asebot in Afar, Bale, Fike, West Harargie and Afdem in Oromiya National Regional States","The zone has two farming systems, cereal based and enset based agriculture, along with livestock rearing. Double dependable growing period (bulg or first season and meher or second season) and one dry season also exist. ",01231,"Pepper, sweet",Capsicum annuum L.,Solanaceae,,,25/06,,31/07,,0.8,kg/ha,100-150 days,25/09,20/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,12,,,,,,
ETH,Ethiopia,"Humid agro-ecology (hot to warm lowlands, tepid to cool mid highlands and cold to very cold humid sub-afroalpine to afroalpine)","Tepi, Jinka, Konso, Derashe, Masha and Sidama zone in the Southern Nations and Nationalities People Regional state, Jima zone, Arsi zone (Ticho, Adelle, Mount Chilalo and Kaka), Bale zone (Dinsho and the surrounding area) in Oromiya National Regional Stat","Cereal based, enset based and shifting cultivation are the common agricultural practices along with animal rearing.",01510,Potatoes,Solanum tuberosum L.,Solanaceae,,Second season,25/06,,9-Dec,,"2,000",kg/ha,85-145 days,17/09,20/01,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,1,,,,,,
ETH,Ethiopia,"Sub-humid agro-ecologies (Hot-warm lowlands, tepid to cool mid-highlands and cold to very cold sub-afroalpine to afroalpine)","plains of Gambella and Benishangul Gumuz, bordering to Sudan in Beneshangul Gumuz and Gambella, Wollega, gorge of Gibe, Gojeb, Dodola and Agarfa, Northern Harrargie and Batu Mountain in Oromiya and Kembata, Alaba and Tembaro area, Omo valley and Gurage zo","Cereal based, enset based and shifting cultivation are common agricultural practices in the zone. In some parts of the zone nomadic pastoralism of agricultural practices are also exercised.  ",01510,Potatoes,Solanum tuberosum L.,Solanaceae,,Second season,25/06,,17/09,,"2,000",kg/ha,85-145 days,25/09,20/01,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,1,,,,,,
ETH,Ethiopia,Semi-Arid Agro-ecology (Hot to warm lowlands and tepid to cool mid highlands),"Situated in Humera area of western Tigray, North east of Alem Tena and around bulbula in Central part of Oromiya, Metema and Abderafi in North Gonder, and Hamerbako area in the Tigray, Amhara and Southern Nations and Nationalities People Regional States. ",Nomadic pastoralism and agro-pastoralism is the major agricultural practice in part of the semi-arid area and in the other part is mechanized and traditional crop cultivation is a common agricultural practice. ,01199.01,Teff,Eragrostis tef (Zuccagni) Trotter,Poaceae,,,25/06,,31/07,,25,kg/ha,78-123 days,15/10,12-Dec,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,10,12,,,,,,
ETH,Ethiopia,"Sub-humid agro-ecologies (Hot-warm lowlands, tepid to cool mid-highlands and cold to very cold sub-afroalpine to afroalpine)","plains of Gambella and Benishangul Gumuz, bordering to Sudan in Beneshangul Gumuz and Gambella, Wollega, gorge of Gibe, Gojeb, Dodola and Agarfa, Northern Harrargie and Batu Mountain in Oromiya and Kembata, Alaba and Tembaro area, Omo valley and Gurage zo","Cereal based, enset based and shifting cultivation are common agricultural practices in the zone. In some parts of the zone nomadic pastoralism of agricultural practices are also exercised.  ",01199.01,Teff,Eragrostis tef (Zuccagni) Trotter,Poaceae,,Second season,25/06,,20/07,,25,kg/ha,78-123 days,13/10,20/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,10,12,,,,,,
GIN,Guinea,Nord West zone,"Kakoni, Kounsitel, Wendou M'Borou, Koubia, Foulamori, Touba, Malanta (Gaoual); Kamabi, Sareboyido, Sambaïlo, Guingan, Teremessè, Youkounkoun (Koundara). ","Short rainy season requires the use of short-season varieties. Rainfed rice in pure culture in the vast northern plains. Beginning of the irrigation period in late october. Crops rotation of rice-arachide/cassava/fonio and rice/vegetable crops. Association of maize-taro-maize-potato; rice-sorghum; fight against weeds and rodents, treatment against insects and diseases.
",0113,Rice,Oryza sativa L.,Poaceae,,,25/06,,31/07,,70,kg/ha,90-120 days,30/09,15/10,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,9,10,,,,,,
GIN,Guinea,Nord West zone,"Kakoni, Kounsitel, Wendou M'Borou, Koubia, Foulamori, Touba, Malanta (Gaoual); Kamabi, Sareboyido, Sambaïlo, Guingan, Teremessè, Youkounkoun (Koundara). ","Short rainy season requires the use of short-season varieties. Rainfed rice in pure culture in the vast northern plains. Beginning of the irrigation period in late october. Crops rotation of rice-arachide/cassava/fonio and rice/vegetable crops. Association of maize-taro-maize-potato; rice-sorghum; fight against weeds and rodents, treatment against insects and diseases.
",0114,Sorghum,Sorghum bicolor (L.) Moench,Poaceae,,,25/06,,15/07,,8-Apr,kg/ha,160 days,15/12,25/01,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,12,1,,,,,,
GIN,Guinea,Coastal zone,"Benty, Farmoriah, Kabak, Kakossa, Moussaya, Sikhourou, Kaliya (Forécariah); Wonkifon, Maneah, Kouria (Coyah); Conakry; Khorira, Wassou, Tanènè, Tondon, Baadi (Dubreka); Koba, Tamita, Lisso, Kolia, Doupourou, Tougnifily, Mankounta (Boffa); Kamsar, Kanfaran","Rainfed cultures in plains, lowland and slash and burn agriculture. Irrigation of non seasonal crops, rotations of rice/vegetable crops/maize; rice/groundnut/cassava. Fight against crabs and other predators, saline rising in mangrove plain. Fight against weeds, treatment against insects and diseases.",01530,Sweet potato,Ipomoea batatas (L.) Lam.,Convolvulaceae,,,25/06,,20/07,,"30,000",cuttings/ha,180-240 days,25/12,28/02,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,12,2,,,,,,
GIN,Guinea,Coastal zone,"Benty, Farmoriah, Kabak, Kakossa, Moussaya, Sikhourou, Kaliya (Forécariah); Wonkifon, Maneah, Kouria (Coyah); Conakry; Khorira, Wassou, Tanènè, Tondon, Baadi (Dubreka); Koba, Tamita, Lisso, Kolia, Doupourou, Tougnifily, Mankounta (Boffa); Kamsar, Kanfaran","Rainfed cultures in plains, lowland and slash and burn agriculture. Irrigation of non seasonal crops, rotations of rice/vegetable crops/maize; rice/groundnut/cassava. Fight against crabs and other predators, saline rising in mangrove plain. Fight against weeds, treatment against insects and diseases.",01233,Eggplant,Solanum melongena L.,Solanaceae,Aubergine,Second season,25/08,,15/10,,0.2,kg/ha,100-180 days,12-Oct,30/04,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,12,4,,,,,,
GIN,Guinea,Coastal zone,"Benty, Farmoriah, Kabak, Kakossa, Moussaya, Sikhourou, Kaliya (Forécariah); Wonkifon, Maneah, Kouria (Coyah); Conakry; Khorira, Wassou, Tanènè, Tondon, Baadi (Dubreka); Koba, Tamita, Lisso, Kolia, Doupourou, Tougnifily, Mankounta (Boffa); Kamsar, Kanfaran","Rainfed cultures in plains, lowland and slash and burn agriculture. Irrigation of non seasonal crops, rotations of rice/vegetable crops/maize; rice/groundnut/cassava. Fight against crabs and other predators, saline rising in mangrove plain. Fight against weeds, treatment against insects and diseases.",01234,Tomato,Lycopersicon esculentum Mill.,Solanaceae,,Second season,25/08,,15/10,,0.35,kg/ha,110-150 days,15/12,20/02,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,12,2,,,,,,
GIN,Guinea,Coastal zone,"Benty, Farmoriah, Kabak, Kakossa, Moussaya, Sikhourou, Kaliya (Forécariah); Wonkifon, Maneah, Kouria (Coyah); Conakry; Khorira, Wassou, Tanènè, Tondon, Baadi (Dubreka); Koba, Tamita, Lisso, Kolia, Doupourou, Tougnifily, Mankounta (Boffa); Kamsar, Kanfaran","Rainfed cultures in plains, lowland and slash and burn agriculture. Irrigation of non seasonal crops, rotations of rice/vegetable crops/maize; rice/groundnut/cassava. Fight against crabs and other predators, saline rising in mangrove plain. Fight against weeds, treatment against insects and diseases.",01221,Watermelon,Citrullus lanatus (Thunb.) Matsum. & Nakai,Cucurbitaceae,,First season,25/08,,15/09,,5-Mar,kg/ha,90-115 days,11-Oct,20/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,11,12,,,,,,
KEN,Kenya,Lower midland zone 1 (LM1),"South Nyanza (Siaya), Western province (Kakamega, Busia, Bungoma).","Sugarcane farming good, maize farming fair.",01212,"Cabbage, chinese",Brassica rapa L. subsp. chinensis,Brassicaceae,,Second season,25/08,,9-May,,0.3,kg/ha,60-75 days,11-Jan,30/11,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,11,11,,,,,,
KEN,Kenya,Lower midland zone 3 (LM3),"Nyanza province (Siaya, Kisumu), Western province (Busia, Bungoma), Eastern province (Embu, Meru, Machakos), Central province (Muranga, Kirinyaga)",Maize and Cotton farming. Irrigated rice farming,01212,"Cabbage, chinese",Brassica rapa L. subsp. chinensis,Brassicaceae,,Second season,25/08,,9-May,,0.3,kg/ha,60-75 days,11-Jan,30/11,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,11,11,,,,,,
KEN,Kenya,Lower midland zone 4 (LM4),"Nyanza province (Siaya, Kisumu), Western province (Busia), Eastern province (Embu, Meru, Machakos, KItui), Central province (Kiambu, Muranga, Kirinyaga), Rift valley province (W/pokot, Keiyo/Marakwet, Baringo, Kajiado), Taita Taveta","Maize, pigeon pea and sisal farming. Marginal cotton farming.",01212,"Cabbage, chinese",Brassica rapa L. subsp. chinensis,Brassicaceae,,Second season,25/08,,9-May,,0.3,kg/ha,60-75 days,11-Jan,30/11,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,11,11,,,,,,
KEN,Kenya,Upper Highland Zone 1 (UH 1),"Mountainous areas of Central Kenya (Meru, Nyandarua, Nyeri), Rift valley (Kericho,T/Nzoia, UasinGishu, W/Pokot, Keiyo/Marakwet, Baringo, Laikipia, Nakuru) & Mt Elgon area.",Sheep and dairy farming. Climatic conditions not suitable for grain crops except oats. Forest farming on the slopes.,01212,"Cabbage, common",Brassica oleracea L. var. capitata,Brassicaceae,,Second season,25/08,,9-May,,0.3,kg/ha,80-115 days,12-Jan,20/12,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,12,12,,,,,,
KEN,Kenya,Upper Highland Zone 1 (UH 1),"Mountainous areas of Central Kenya (Meru, Nyandarua, Nyeri), Rift valley (Kericho,T/Nzoia, UasinGishu, W/Pokot, Keiyo/Marakwet, Baringo, Laikipia, Nakuru) & Mt Elgon area.",Sheep and dairy farming. Climatic conditions not suitable for grain crops except oats. Forest farming on the slopes.,01219,Kale,Brassica oleracea L.,Brassicaceae,,Second season,25/08,,9-May,,0.3,kg/ha,45-60 days,15/10,15/02,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,10,2,,,,,,
KEN,Kenya,Lower midland zone 1 (LM1),"South Nyanza (Siaya), Western province (Kakamega, Busia, Bungoma).","Sugarcane farming good, maize farming fair.",0118,"Millet, finger",Eleusine coracana (L.) Gaertn.,Poaceae,"Millet, ragi",Second season,25/08,,9-May,,3,kg/ha,75-110 days,15/11,15/01,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,11,1,,,,,,
KEN,Kenya,Lower midland zone 1 (LM1),"South Nyanza (Siaya), Western province (Kakamega, Busia, Bungoma).","Sugarcane farming good, maize farming fair.",0141,Soybean,Glycine max (L.) Merr.,Fabaceae,,,25/08,,9-May,,60-70,kg/ha,100-130 days,15/12,15/01,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,12,1,,,,,,
KEN,Kenya,Lower midland zone 1 (LM1),"South Nyanza (Siaya), Western province (Kakamega, Busia, Bungoma).","Sugarcane farming good, maize farming fair.",01445,Sunflower,Helianthus annuus L.,Asteraceae,,,25/08,,9-May,,6-Apr,kg/ha,120-135 days,1-Jan,15/01,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,1,1,,,,,,
GIN,Guinea,Forest zone,"Kassadou, Kpaladou, Tèmèssadou, Kondou, Nongowa, Fangamadou, Wèndèkènèma, Tékoulo, Guèdèmbou (Guekedou); Bofossou, Vatanga, Binikala, Balizia, Daro, Vourémeï, Sérédou, Sengbédou, Kouankan, N'zebela, Fassakoni, Koyama (Macenta); Koulé, Kpalé, Koropara, Kob","Rainfed cropping on forest land (burnt land), in plains and in low lands; high soil occupation; irrigation from starts December for 3 to 4 months only. Short dry season. Rotation rice, groundnut, maize, cassava in small hills and rice, vegetables in low lands; mixed cropping groundnut-maize, maize-cowpea, rice-maize, plantain-food crops and plantain-fruit crops. Control of weeds, pests and diseases.",01231,"Pepper, hot",[several],Solanaceae,,Second season,25/09,,20/11,,0.3-0.4,kg/ha,160-210 days,4-May,7-Oct,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,4,7,,,,,,
EGY,Egypt,"Middle Egypt  new reclaimed land Region ""MENRL""","Giza, Fayoum. Beni Sweaf and El-Minya ",Sandy soil drip irrigation method by water from Nile connected channels using high pressure pumps ,0122,Melon,Cucumis melo L.,Cucurbitaceae,,Galia and charenteas types,25/10,,30/11,,300-400,gr/ha,140-180 days,2-Jan,15/06,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,6,,,,,,
EGY,Egypt,"Near by Delta region old reclaimed soils ""NDRORL""","South Tahrir (Menofia), North and ElBostan Tahrir (Behiara), Gable Asfer (Kalubia),  Abu Kbir (Sharqiea), Kassasein and Abu sultan (Ismaeilia) ",Salty to sandy soil drip or furrow irrigation method by water from Nile connected channels using simple pumps or high pressure pumps ,0122,Melon,Cucumis melo L.,Cucurbitaceae,,Galia and charenteas types,25/10,,30/11,,300-400,gr/ha,140-180 days,2-Jan,15/06,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,6,,,,,,
EGY,Egypt,North Sinai Region ,North Sinai ,"Sandy soil depend on rain in winter and newly reclaimed near by Suez channel are going to use  the Nile water transmitted under Suez channel, Also drip irrigation method  is used in the east area (Rafah) depending on water from under ground using high pressure pumps ",0122,Melon,Cucumis melo L.,Cucurbitaceae,,Galia and charenteas types,25/10,,30/11,,300-400,gr/ha,140-180 days,2-Jan,15/06,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,6,,,,,,
EGY,Egypt,"near by Delta region new reclaimed soils ""NDRNRL""","Khtatba, Sadaat, Wadi ElNetron (Menofia),  Nubaria (Behiara), Salehia (Ismaeilia),","Sandy soil drip, Pivot or sprinkle irrigation method by water from under ground using deep high pressure pumps (almost fertigation are the main fertilization method after planting)  ",0122,Melon,Cucumis melo L.,Cucurbitaceae,,Galia and charenteas types,25/10,,30/11,,300-400,gr/ha,140-180 days,2-Jan,15/06,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,6,,,,,,
EGY,Egypt,"Middle Egypt  new reclaimed land Region ""MENRL""","Giza, Fayoum. Beni Sweaf and El-Minya ",Sandy soil drip irrigation method by water from Nile connected channels using high pressure pumps ,01234,Tomato,Lycopersicon esculentum Mill.,Solanaceae,,,25/10,,25/12,,150-200,gr/ha,140-180 days,2-Jan,15/06,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,6,,,,,,
EGY,Egypt,"Near by Delta region old reclaimed soils ""NDRORL""","South Tahrir (Menofia), North and ElBostan Tahrir (Behiara), Gable Asfer (Kalubia),  Abu Kbir (Sharqiea), Kassasein and Abu sultan (Ismaeilia) ",Salty to sandy soil drip or furrow irrigation method by water from Nile connected channels using simple pumps or high pressure pumps ,01234,Tomato,Lycopersicon esculentum Mill.,Solanaceae,,Second season,25/10,,25/12,,150-200,gr/ha,140-180 days,2-Jan,15/06,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,6,,,,,,
EGY,Egypt,North Sinai Region ,North Sinai ,"Sandy soil depend on rain in winter and newly reclaimed near by Suez channel are going to use  the Nile water transmitted under Suez channel, Also drip irrigation method  is used in the east area (Rafah) depending on water from under ground using high pressure pumps ",01234,Tomato,Lycopersicon esculentum Mill.,Solanaceae,,,25/10,,25/12,,150-200,gr/ha,140-180 days,2-Jan,15/06,http://www.fao.org/agriculture/seed/cropcalendar/welcome.do,2,6,,,,,,
